Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,,Özofagus,,,,,,,,30,,,,,,6.5303847920398965,,,,,,,
,,,Deri,,,,,,,,23,,,,,,5.00662834056392,,,,,,,
,,,Tiroid,,,,,,,,17,,,,,,3.7005513821559415,,,,,,,
,,,Akciğer ve Bronş,,,,,,,,16,,,,,,3.482871889087945,,,,,,,
,,,Kemik İliği,,,,,,,,14,,,,,,3.0475129029519517,,,,,,,
,,,Kolon,,,,,,,,12,,,,,,2.6121539168159584,,,,,,,
,,,Serviks,,,,,,,,9,,,,,,1.9591154376119688,,,,,,,
,,,Endometrium,,,,,,,,9,,,,,,1.9591154376119688,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,   İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,87,,,,,,17.532404720448827,,,,,,,
,,,Mide,,,,,,,,74,,,,,,14.91262010704843,,,,,,,
,,,Deri,,,,,,,,54,,,,,,10.882182240278583,,,,,,,
,,,Mesane,,,,,,,,42,,,,,,8.463919520216677,,,,,,,
,,,Kemik İliği,,,,,,,,30,,,,,,6.045656800154769,,,,,,,
,,,Özofagus,,,,,,,,22,,,,,,4.43348165344683,,,,,,,
,,,Lenf Düğümleri,,,,,,,,21,,,,,,4.231959760108339,,,,,,,
,,,Prostat,,,,,,,,17,,,,,,3.425872186754369,,,,,,,
,,,Kolon,,,,,,,,14,,,,,,2.821306506738892,,,,,,,
,,,Larinks,,,,,,,,9,,,,,,1.8136970400464307,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,İZMİR ( 2002-2005 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2002,,,,2003,,,,2004,,,,2005,,,,,,
,,,,,,OLGU SAYISI,,   İNSİDANS (100.000'de),,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,,,
,,,KADIN,,,2637,,152.84,,2999,,170.55,,3533,,197.21,,3990,,218.67,,,,
,,,ERKEK,,,4058,,232.82,,4438,,250.7,,5034,,280.03,,5769,,316.23,,,,
,,,TOPLAM,,,6695,,193.03,,7437,,210.76,,8567,,238.71,,9759,,267.44,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,İZMİR İLK 10 KANSER TÜRÜ ( 2005 ),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,     İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,1820,,,,,,49.87689724043734,,,,,,,
,,,Deri,,,,,,,,1298,,,,,,35.57154539455367,,,,,,,
,,,Prostat,,,,,,,,627,,,,,,34.3694790255732,,,,,,,
,,,Meme,,,,,,,,967,,,,,,26.500527270056544,,,,,,,
,,,Mesane,,,,,,,,524,,,,,,14.36016162307097,,,,,,,
,,,Mide,,,,,,,,390,,,,,,10.687906551522286,,,,,,,
,,,Kolon,,,,,,,,390,,,,,,10.687906551522286,,,,,,,
,,,Tiroid,,,,,,,,339,,,,,,9.290257233246296,,,,,,,
,,,Endometrium,,,,,,,,169,,,,,,9.261842142039391,,,,,,,
,,,Kemik İliği,,,,,,,,334,,,,,,9.15323279027806,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Meme,,,,,,,,950,,,,,,52.06360967418593,,,,,,,
,,,Deri,,,,,,,,619,,,,,,33.92355198770641,,,,,,,
,,,Tiroid,,,,,,,,277,,,,,,15.180652504999477,,,,,,,
,,,Akciğer ve Bronş,,,,,,,,211,,,,,,11.56360172763498,,,,,,,
,,,Endometrium,,,,,,,,169,,,,,,9.261842142039391,,,,,,,
,,,Kolon,,,,,,,,162,,,,,,8.878215544440126,,,,,,,
,,,Kemik İliği,,,,,,,,147,,,,,,8.056158549584561,,,,,,,
,,,Serviks,,,,,,,,145,,,,,,7.946550950270484,,,,,,,
,,,Mide,,,,,,,,127,,,,,,6.960082556443803,,,,,,,
,,,Over,,,,,,,,114,,,,,,6.247633160902312,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,1609,,,,,,88.19855143883137,,,,,,,
,,,Deri,,,,,,,,679,,,,,,37.21989833869888,,,,,,,
,,,Prostat,,,,,,,,627,,,,,,34.3694790255732,,,,,,,
,,,Mesane,,,,,,,,461,,,,,,25.270063525979655,,,,,,,
,,,Mide,,,,,,,,263,,,,,,14.41654383369338,,,,,,,
,,,Kolon,,,,,,,,228,,,,,,12.497992372935709,,,,,,,
,,,Larinks,,,,,,,,212,,,,,,11.62094027658934,,,,,,,
,,,Kemik İliği,,,,,,,,187,,,,,,10.250546376048145,,,,,,,
,,,Rektum,,,,,,,,133,,,,,,7.290495550879163,,,,,,,
,,,Lenf Düğümleri,,,,,,,,126,,,,,,6.906785258727627,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SAMSUN ( 2002-2005 ),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2002,,,,2003,,,,2004,,,,2005,,,,,,
,,,,,,OLGU SAYISI,,İNSİDANS (100.000'de),,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,,,
,,,KADIN,,,632,,101.83,,746,,120.5,,857,,138.85,,842,,136.92,,,,
,,,ERKEK,,,949,,162.75,,1186,,203.94,,1351,,233.05,,1348,,233.4,,,,
,,,TOPLAM,,,1581,,131.34,,1932,,160.91,,2208,,184.48,,2190,,183.65,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,SAMSUN İLK 10 KANSER TÜRÜ ( 2005 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,      İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,368,,,,,,30.85951290606884,,,,,,,
,,,Meme,,,,,,,,218,,,,,,18.280907101964697,,,,,,,
,,,Prostat,,,,,,,,210,,,,,,17.610048125745806,,,,,,,
,,,Deri,,,,,,,,208,,,,,,17.442333381691085,,,,,,,
,,,Mide,,,,,,,,140,,,,,,11.740032083830538,,,,,,,
,,,Mesane,,,,,,,,126,,,,,,10.566028875447484,,,,,,,
,,,Kemik İliği,,,,,,,,89,,,,,,7.463306110435128,,,,,,,
,,,Beyin,,,,,,,,79,,,,,,6.624732390161518,,,,,,,
,,,Kolon,,,,,,,,76,,,,,,6.373160274079434,,,,,,,
,,,Larinks,,,,,,,,62,,,,,,5.199157065696381,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,                    KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,     İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Meme,,,,,,,,213,,,,,,34.63617382480926,,,,,,,
,,,Deri,,,,,,,,92,,,,,,14.960225314002122,,,,,,,
,,,Mide,,,,,,,,51,,,,,,8.293168380588133,,,,,,,
,,,Kemik İliği,,,,,,,,47,,,,,,7.642723801718474,,,,,,,
,,,Endometrium,,,,,,,,43,,,,,,6.9922792228488175,,,,,,,
,,,Beyin,,,,,,,,38,,,,,,6.179223499261745,,,,,,,
,,,Over,,,,,,,,35,,,,,,5.691390065109503,,,,,,,
,,,Tiroid,,,,,,,,35,,,,,,5.691390065109503,,,,,,,
,,,Akciğer ve Bronş,,,,,,,,30,,,,,,4.8783343415224305,,,,,,,
,,,Kolon,,,,,,,,29,,,,,,4.715723196805016,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,     İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,338,,,,,,58.524388913610736,,,,,,,
,,,Prostat,,,,,,,,210,,,,,,36.36130672147412,,,,,,,
,,,Deri,,,,,,,,116,,,,,,20.0852932366238,,,,,,,
,,,Mesane,,,,,,,,110,,,,,,19.046398758867397,,,,,,,
,,,Mide,,,,,,,,89,,,,,,15.410268086719984,,,,,,,
,,,Larinks,,,,,,,,59,,,,,,10.215795697937967,,,,,,,
,,,Kolon,,,,,,,,47,,,,,,8.13800674242516,,,,,,,
,,,Lenf Düğümleri,,,,,,,,43,,,,,,7.445410423920891,,,,,,,
,,,Kemik İliği,,,,,,,,42,,,,,,7.272261344294824,,,,,,,
,,,Beyin,,,,,,,,41,,,,,,7.099112264668758,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,TRABZON ( 2002-2005 ),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2002,,,,2003,,,,2004,,,,2005,,,,,,
,,,,,,OLGU SAYISI,,İNSİDANS (100.000'de),,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,,,
,,,KADIN,,,171,,34.33,,456,,90.44,,457,,89.57,,603,,116.82,,,,
,,,ERKEK,,,266,,53,,786,,153.78,,688,,132.21,,918,,173.31,,,,
,,,TOPLAM,,,437,,43.7,,1242,,122.33,,1145,,111.1,,1521,,145.43,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,TRABZON İLK 10 KANSER TÜRÜ ( 2005 ),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,   İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,239,,,,,,22.852356565606343,,,,,,,
,,,Deri,,,,,,,,234,,,,,,22.374273792267296,,,,,,,
,,,Mide,,,,,,,,157,,,,,,15.011799082846006,,,,,,,
,,,Meme,,,,,,,,109,,,,,,10.422204458791178,,,,,,,
,,,Mesane,,,,,,,,103,,,,,,9.848505130784323,,,,,,,
,,,Prostat,,,,,,,,80,,,,,,7.649324373424717,,,,,,,
,,,Kolon,,,,,,,,63,,,,,,6.023842944071965,,,,,,,
,,,Tiroid,,,,,,,,63,,,,,,6.023842944071965,,,,,,,
,,,Kemik İliği,,,,,,,,59,,,,,,5.641376725400729,,,,,,,
,,,Rektum,,,,,,,,42,,,,,,4.015895296047977,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Meme,,,,,,,,109,,,,,,21.11752386377066,,,,,,,
,,,Deri,,,,,,,,95,,,,,,18.405181349157914,,,,,,,
,,,Mide,,,,,,,,65,,,,,,12.593018817844888,,,,,,,
,,,Tiroid,,,,,,,,52,,,,,,10.07441505427591,,,,,,,
,,,Kolon,,,,,,,,27,,,,,,5.230946278181723,,,,,,,
,,,Kemik İliği,,,,,,,,24,,,,,,4.64973002505042,,,,,,,
,,,Akciğer ve Bronş,,,,,,,,22,,,,,,4.262252522962886,,,,,,,
,,,Beyin,,,,,,,,20,,,,,,3.8747750208753504,,,,,,,
,,,Rektum,,,,,,,,18,,,,,,3.4872975187878157,,,,,,,
,,,Over,,,,,,,,18,,,,,,3.4872975187878157,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,217,,,,,,40.96774498050728,,,,,,,
,,,Deri,,,,,,,,139,,,,,,26.24201176170743,,,,,,,
,,,Mesane,,,,,,,,94,,,,,,17.746396443169054,,,,,,,
,,,Mide,,,,,,,,92,,,,,,17.368813540122904,,,,,,,
,,,Prostat,,,,,,,,80,,,,,,15.103316121846003,,,,,,,
,,,Larinks,,,,,,,,38,,,,,,7.174075157876851,,,,,,,
,,,Kolon,,,,,,,,36,,,,,,6.796492254830701,,,,,,,
,,,Kemik İliği,,,,,,,,35,,,,,,6.607700803307626,,,,,,,
,,,Pankreas,,,,,,,,25,,,,,,4.719786288076876,,,,,,,
,,,Rektum,,,,,,,,24,,,,,,4.5309948365538,,,,,,,
